LatLng,Rental link,Sales link,company id,company name,company_url,phone number
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1565,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1565,1565,Algebra Real Estate,https://www.justproperty.com/en/company/algebra-real-estate-1565/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1567,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1567,1567,Ali & Sons Real Estate LLC,https://www.justproperty.com/en/company/ali-sons-real-estate-llc-1567/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=293,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=293,293,3G Real Estate,https://www.justproperty.com/en/company/3g-real-estate-293/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1252,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1252,1252,5 Star Real Estate,https://www.justproperty.com/en/company/5-star-real-estate-1252/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1651,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1651,1651,7 Seven Real Estate Broker,https://www.justproperty.com/en/company/7-seven-real-estate-broker-1651/,97143498188
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1534,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1534,1534,800PROPERTY,https://www.justproperty.com/en/company/800property-1534/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=307,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=307,307,99 Real Estate,https://www.justproperty.com/en/company/99-real-estate-307/,97144508182
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1535,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1535,1535,A To Z Plus Real Estate,https://www.justproperty.com/en/company/a-to-z-plus-real-estate-1535/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=214,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=214,214,A1 Properties,https://www.justproperty.com/en/company/a1-properties-214/,97143515583
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1537,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1537,1537,A2Z Properties,https://www.justproperty.com/en/company/a2z-properties-1537/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=185,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=185,185,Abode Property,https://www.justproperty.com/en/company/abode-property-185/,97144487664
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1538,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1538,1538,Abu Dhabi Commercial Properties,https://www.justproperty.com/en/company/abu-dhabi-commercial-properties-1538/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1733,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1733,1733,Adil Al Suwaidi Real Estate,https://www.justproperty.com/en/company/adil-al-suwaidi-real-estate-1733/,5613423437
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=550,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=550,550,Adorn Real Estate Brokers,https://www.justproperty.com/en/company/adorn-real-estate-brokers-550/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1255,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1255,1255,Advice Real Estate,https://www.justproperty.com/en/company/advice-real-estate-1255/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1256,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1256,1256,Ahmed Abdulla Real Estate,https://www.justproperty.com/en/company/ahmed-abdulla-real-estate-1256/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1257,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1257,1257,AJD Real Estate,https://www.justproperty.com/en/company/ajd-real-estate-1257/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=433,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=433,433,Ajwa Real Estate Brokers,https://www.justproperty.com/en/company/ajwa-real-estate-brokers-433/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1773,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1773,1773,Al Afrah Properties,https://www.justproperty.com/en/company/al-afrah-properties-1773/,65220313
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1260,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1260,1260,Al Amera Real Estate,https://www.justproperty.com/en/company/al-amera-real-estate-1260/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1717,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1717,1717,Al Amlak Real Estate,https://www.justproperty.com/en/company/al-amlak-real-estate-1717/,556334329
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=687,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=687,687,Al Barari Firm Management LLC,https://www.justproperty.com/en/company/al-barari-firm-management-llc-687/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1422,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1422,1422,Al Bishri Real Estate,https://www.justproperty.com/en/company/al-bishri-real-estate-1422/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1424,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1424,1424,Al Burraq Real Estate,https://www.justproperty.com/en/company/al-burraq-real-estate-1424/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1436,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1436,1436,Al Falak Real Estate,https://www.justproperty.com/en/company/al-falak-real-estate-1436/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1531,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1531,1531,Al Ghurair Properties,https://www.justproperty.com/en/company/al-ghurair-properties-1531/,97142053555
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1689,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1689,1689,Al Haibah Real Estate,https://www.justproperty.com/en/company/al-haibah-real-estate-1689/,971501700858
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1705,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1705,1705,Al Hajjaji Real Estate,https://www.justproperty.com/en/company/al-hajjaji-real-estate-1705/,971525085410
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1541,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1541,1541,Al Hamra Palace Real Estate,https://www.justproperty.com/en/company/al-hamra-palace-real-estate-1541/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1543,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1543,1543,Al Hilal Property,https://www.justproperty.com/en/company/al-hilal-property-1543/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1542,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1542,1542,Al Hoor Real Estate,https://www.justproperty.com/en/company/al-hoor-real-estate-1542/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1544,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1544,1544,Al Jaber Property Management & Maintenance,https://www.justproperty.com/en/company/al-jaber-property-management-maintenance-1544/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1545,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1545,1545,Al Jannah Hotels And Resorts,https://www.justproperty.com/en/company/al-jannah-hotels-and-resorts-1545/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1764,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1764,1764,Al Jazzat Real Estate,https://www.justproperty.com/en/company/al-jazzat-real-estate-1764/,65610070
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1716,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1716,1716,Al Khan Real Estate,https://www.justproperty.com/en/company/al-khan-real-estate-1716/,501685697
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1572,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1572,1572,Al Madar Invstment Co.LLC,https://www.justproperty.com/en/company/al-madar-invstment-collc-1572/,97144340852
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1547,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1547,1547,Al Majed Real Estate,https://www.justproperty.com/en/company/al-majed-real-estate-1547/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1548,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1548,1548,Al Majid Property,https://www.justproperty.com/en/company/al-majid-property-1548/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1549,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1549,1549,Al Mamzar Real Estate,https://www.justproperty.com/en/company/al-mamzar-real-estate-1549/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1774,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1774,1774,Al Manarah Investment and Development Centre,https://www.justproperty.com/en/company/al-manarah-investment-and-development-centre-1774/,65567700
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1550,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1550,1550,Al Marwan Group Holding,https://www.justproperty.com/en/company/al-marwan-group-holding-1550/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1551,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1551,1551,Al Massa Al Zarqaa Real Estate,https://www.justproperty.com/en/company/al-massa-al-zarqaa-real-estate-1551/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1720,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1720,1720,Al Miraaj Real Estate,https://www.justproperty.com/en/company/al-miraaj-real-estate-1720/,551818916
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1552,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1552,1552,Al Mosher Real Estate Brokers,https://www.justproperty.com/en/company/al-mosher-real-estate-brokers-1552/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1687,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1687,1687,Al Moza Real Estate LLC,https://www.justproperty.com/en/company/al-moza-real-estate-llc-1687/,508031867
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1553,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1553,1553,Al Mubarakiya Real Estate,https://www.justproperty.com/en/company/al-mubarakiya-real-estate-1553/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1554,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1554,1554,Al Mutairi Real Estate,https://www.justproperty.com/en/company/al-mutairi-real-estate-1554/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1737,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1737,1737,Al Mutamaiz Real estate,https://www.justproperty.com/en/company/al-mutamaiz-real-estate-1737/,971556081401
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1555,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1555,1555,Al Nafis Properties,https://www.justproperty.com/en/company/al-nafis-properties-1555/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1421,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1421,1421,Al Nayeli Real Estate,https://www.justproperty.com/en/company/al-nayeli-real-estate-1421/,971504474770
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1690,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1690,1690,Al Osool Real Estate,https://www.justproperty.com/en/company/al-osool-real-estate-1690/,971509766605
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1556,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1556,1556,Al Qada Real Estate,https://www.justproperty.com/en/company/al-qada-real-estate-1556/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1557,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1557,1557,Al Qattara Real Estate,https://www.justproperty.com/en/company/al-qattara-real-estate-1557/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1698,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1698,1698,Al Qosor Real Estate,https://www.justproperty.com/en/company/al-qosor-real-estate-1698/,507008958
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1558,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1558,1558,Al Rostamani Real Estate,https://www.justproperty.com/en/company/al-rostamani-real-estate-1558/,97142950909
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1038,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1038,1038,Al Seeb Real Estate Development,https://www.justproperty.com/en/company/al-seeb-real-estate-development-1038/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1560,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1560,1560,Al Tamouh Investment,https://www.justproperty.com/en/company/al-tamouh-investment-1560/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1152,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1152,1152,Al Tarik Almoshrik Property,https://www.justproperty.com/en/company/al-tarik-almoshrik-property-1152/,97144302838
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1734,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1734,1734,Al Wafi Real Estate,https://www.justproperty.com/en/company/al-wafi-real-estate-1734/,971553612128
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1561,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1561,1561,Al Wasayef Real Estate,https://www.justproperty.com/en/company/al-wasayef-real-estate-1561/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1563,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1563,1563,Al Zad Real Estate,https://www.justproperty.com/en/company/al-zad-real-estate-1563/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1564,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1564,1564,Alam Al Manarat Real Estate Brokers,https://www.justproperty.com/en/company/alam-al-manarat-real-estate-brokers-1564/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1568,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1568,1568,Allegoria Properties,https://www.justproperty.com/en/company/allegoria-properties-1568/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1569,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1569,1569,Alligate Real Estate,https://www.justproperty.com/en/company/alligate-real-estate-1569/,44201044
"[25.188263, 55.263627]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1645,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1645,1645,Allsopp and Allsopp,https://www.justproperty.com/en/company/allsopp-and-allsopp-1645/,971505349327
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1570,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1570,1570,Alothman Real Estate,https://www.justproperty.com/en/company/alothman-real-estate-1570/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1742,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1742,1742,Alprince Real Estate,https://www.justproperty.com/en/company/alprince-real-estate-1742/,971509393092
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=541,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=541,541,Apex Dream Real Estate,https://www.justproperty.com/en/company/apex-dream-real-estate-541/,97142765510
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1726,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1726,1726,Askaan Property,https://www.justproperty.com/en/company/askaan-property-1726/,971505118078
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=558,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=558,558,Asteco,https://www.justproperty.com/en/company/asteco-558/,600547773
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1709,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1709,1709,Astithmar Real Estate,https://www.justproperty.com/en/company/astithmar-real-estate-1709/,97167461600
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=369,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=369,369,Aswaq Management and Services,https://www.justproperty.com/en/company/aswaq-management-and-services-369/,97126457733
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1727,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1727,1727,Azur Properties,https://www.justproperty.com/en/company/azur-properties-1727/,97145516626
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1769,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1769,1769,B My Guest Holiday Homes Rental LLC,https://www.justproperty.com/en/company/b-my-guest-holiday-homes-rental-llc-1769/,97145546815
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1743,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1743,1743,B&B Real Estate,https://www.justproperty.com/en/company/bb-real-estate-1743/,971526785115
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=196,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=196,196,Banke International Property LLC,https://www.justproperty.com/en/company/banke-international-property-llc-196/,97143380088
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1721,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1721,1721,Bassel Real Estate,https://www.justproperty.com/en/company/bassel-real-estate-1721/,971558008110
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=237,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=237,237,Better Homes LLC,https://www.justproperty.com/en/company/better-homes-llc-237/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1713,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1713,1713,Beyotkom Real Estate,https://www.justproperty.com/en/company/beyotkom-real-estate-1713/,524187726
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1692,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1692,1692,Bin Malek Real Estate,https://www.justproperty.com/en/company/bin-malek-real-estate-1692/,507966056
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=61,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=61,61,Binayah Real Estate,https://www.justproperty.com/en/company/binayah-real-estate-61/,97144475430
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1174,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1174,1174,Blackstone Gulf Real Estate,https://www.justproperty.com/en/company/blackstone-gulf-real-estate-1174/,971526282552
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=410,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=410,410,Buniah Real Estate,https://www.justproperty.com/en/company/buniah-real-estate-410/,97144542883
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=265,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=265,265,Capital City Real Estate Broker,https://www.justproperty.com/en/company/capital-city-real-estate-broker-265/,97144561977
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=270,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=270,270,Carlton Real Estate LLC,https://www.justproperty.com/en/company/carlton-real-estate-llc-270/,97142780975
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1159,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1159,1159,Casapedia Real Estate Broker,https://www.justproperty.com/en/company/casapedia-real-estate-broker-1159/,971504207073
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=166,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=166,166,Chesterton International Real Estate Brokerage,https://www.justproperty.com/en/company/chesterton-international-real-estate-brokerage-166/,97143253351
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=997,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=997,997,Chestertons International Abu Dhabi,https://www.justproperty.com/en/company/chestertons-international-abu-dhabi-997/,24473100
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=38,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=38,38,Core Real Estate,https://www.justproperty.com/en/company/core-real-estate-38/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=250,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=250,250,Crompton Partners Dubai,https://www.justproperty.com/en/company/crompton-partners-dubai-250/,97143678637
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1682,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1682,1682,Cross Fox Real Estate Broker LLC,https://www.justproperty.com/en/company/cross-fox-real-estate-broker-llc-1682/,971502787714
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1606,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1606,1606,D & B Properties,https://www.justproperty.com/en/company/d-b-properties-1606/,45574900
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=490,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=490,490,Dar Al Aqar,https://www.justproperty.com/en/company/dar-al-aqar-490/,97144211543
