mobiles,prices,currency,new_used,web
Apple iPhone XS Max 512GB Dual sim With Official Warranty,304999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Apple iPhone XS Max 64GB 24kt Gold Plated,379999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Apple iPhone XS Max 64GB Dual sim,179999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Apple iPhone XS Max 64GB Dual sim With Official Warranty,233499,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Apple iPhone XS Max 64GB Single Sim,164999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Get Your Phone 24kt Gold Plated (With Warranty & Certificate),69999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"GlocalMe S1 (4GB, 32GB) Dual Sim with Backcover & Glass Protector",15499,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Honor 7S (2GB, 16GB) With Official Warranty Dual sim",18299,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Honor 8C (3GB, 32GB) Dual Sim Official Warranty",26999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Honor 8X (4GB, 128GB) With Official Warranty Dual sim",45999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Huawei Mate 10 Lite (4GB, 64GB) Dual sim With Official Warranty",34999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Huawei Nova 3i (4GB, 128GB) Dual Sim With Official Warranty",45199,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Huawei Y5 Prime (2GB, 16GB) 2018 With Official Warranty Dual sim",19999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Huawei Y7 Prime 2019 (3GB, 32GB) Dual Sim With Official Warranty",28999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Huawei Y9 2019 (4GB, 64GB) With Official Warranty Dual Sim",40849,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Infinix Hot 6 Pro (3GB, 32GB) With Official Warranty Dual sim",22499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Infinix Hot S3X (3GB, 32GB) With Official Warranty Dual sim",25499,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Infinix Note 5 (4GB, 64GB) With Official Warranty",32699,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Infinix Smart 2 (2GB, 16GB) With Official Warranty",16499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Infinix Smart 2 (3GB, 32GB) With Official Warranty",19499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Infinix Smart 2 HD Dual Sim With Official Warranty,12699,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Infinix X571 NOTE 4 PRO (32GB 3GB) With Official Warranty,26999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Lenovo K320 2GB Ram, 16GB Rom Dual Sim With Official Warranty",16399,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Lenovo K5 Play (3GB Ram,32GB Rom) Dual Sim With Official Warranty",24999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Lenovo S5 (4GB, 64GB) Dual Sim with official warranty",35749,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Lenovo Yoga Tab 3 YT3-850M 16GB Wifi single sim,29999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Motorola Moto E4 (2GB ,16GB) 4G LTE Single sim With Official Warranty",16799,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Motorola Moto E5 2GB 16GB Dual Sim with Official Warranty,22449,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
Motorola Moto M 4G 32GB Dual Sim With Official Warranty,25399,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Nokia 1 (8GB, 1GB) Dual sim With Official Warranty",8899,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Nokia 3.1 Plus (3GB, 32GB) With Official Warranty",23599,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Nokia 5.1 Plus (3GB, 32GB) With Official Warranty",28999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Nokia 6.1 Plus (4GB, 64GB) With Official Warranty",34499,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Oale P1 (2GB, 16GB) With Official Warranty",13299,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"OnePlus 6T (8GB,128GB) Dual Sim",92699,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"OnePlus 6T McLaren Edition (10GB, 256GB) Dual Sim",144999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Oppo A3s (2GB, 16GB) Dual sim With Official Warranty",22499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Oppo A3s (3GB, 32GB) Dual sim With Official Warranty",26499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Oppo A7 (4GB, 64GB) With Official Warranty",39999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Oppo F9 (4GB, 64GB) With Official Warranty",44999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"QMobile Q Infinity E (2GB, 16GB) Dual sim With Official Warranty",11999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
QMobile X700 Pro II 3G Dual Sim with Official Warranty,10599,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy A7 (4GB,128GB) 2018 Dual sim With Official Warranty",57999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy A9 2018 (6GB,128GB) With Official Warranty",99999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy J2 Core (1GB, 8GB) With Official Warranty",16799,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy J4 (2GB, 16GB) Dual sim With Official Warranty",21999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy J4 Core (1GB, 16GB) With Official Warranty",18499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy J4+ (2GB, 16GB) Dual sim With Official Warranty",23499,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy J6+ (3GB, 32GB) Dual sim With Official Warranty",30999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy Note 9 (6GB, 128GB) Dual sim With Official Warranty",139999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy S10 (8GB, 128GB) With Official Warranty",164999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy S10 Plus (8GB, 128GB) With Official Warranty",179999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Samsung Galaxy S10 Plus (8GB, 512GB) With Official Warranty",219999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Vivo Y81 (3GB ,32GB) Dual sim With Official Warranty",23999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Vivo Y91 (3GB, 64GB) With Official Warranty",26999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Xiaomi Mi A2 Lite (4GB, 64GB) Dual sim With Official Warranty",31500,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Xiaomi Redmi 6A (2GB, 16GB) Dual sim With Official Warranty",16999,Rs,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
"Xiaomi Redmi Note 6 Pro (4GB, 64GB) With Official Warranty",36999,.,new,https://www.telemart.pk/mobile-and-tablets/mobile-phone.html?limit=all
